

313	FAREASTFIN	3.4	3.5	3.2	3.4	3.5	-0.1	192	0.7940	244,903	
314	BERGERPBL	1	1,791.8	1,760	1,791	1	13.6	64	0.7940	445	
315	PADMALIFE	21.9	22.5	21.2	21.9	22.6	-0.7	72	0.7720	35,368	
316	AMCL(PRAN)	213.8	213.8	207.3	212.9	213.2	0.6	63	0.7710	3,660	
317	NFML	9	9.4	9	9	9.2	-0.2	42	0.7690	85,169	
318	BANKASIA	16.5	16.6	16.4	16.5	16.5	0	33	0.7640	46,371	
319	INTECH	19.3	19.7	19.2	19.2	19.4	-0.1	77	0.7630	39,505	
320	SILVAPHL	10.2	10.3	10.2	10.2	10.2	0	52	0.7450	72,697	
321	PRAGATIINS	51.3	53.5	51.1	51.3	52.1	-0.8	74	0.7300	14,181	
322	UNIONBANK	3.4	3.4	3.3	3.3	3.4	0	127	0.7190	215,902	
323	CROWNCEMNT	47	48.9	46	46.6	47.1	-0.1	88	0.7060	15,114	
324	PRIMEINSUR	31.3	32.2	31.2	31.3	31.7	-0.4	72	0.6730	21,377	
325	METROSPIN	12.6	13.8	12.5	12.6	13.2	-0.6	102	0.6680	52,201	
326	ADVENT	14.7	14.8	14.5	14.7	14.8	-0.1	96	0.6580	44,977	
327	PDL	6.5	6.7	6.4	6.5	6.6	-0.1	78	0.6520	100,321	
328	BAYLEASING	6	6.1	6	6	6	0	58	0.6430	106,940	
329	GENNEXT	2.9	3	2.9	2.9	2.9	0	50	0.6230	214,228	
330	KEYACOSMET	4.3	4.4	4.2	4.3	4.3	0	85	0.6220	146,283	
331	NITOLINS	25	25.7	24.6	24.7	25	0	31	0.6180	24,415	
332	BGIC	33.9	33.9	32	33.1	32.9	1	59	0.6090	18,394	
333	AAMRATECH	13	13.2	12.6	13	12.7	0.3	80	0.5690	44,215	
334	GBBPOWER	7.1	7.2	7	7.1	7.2	-0.1	43	0.5380	75,737	
335	MAKSONSPIN	6	6.2	5.9	6	6	0	54	0.4840	80,829	
336	UNIONCAP	5	5	4.9	4.9	5	0	36	0.4760	97,051	
337	INDEXAGRO	64.6	64.6	64.1	64.1	64.5	0.1	67	0.4640	7,217	
338	ALLTEX	11.6	12.6	11.5	11.6	11.6	0	67	0.4590	38,374	
339	SEMLIBBLSF	6.8	6.8	6.6	6.8	6.6	0.2	48	0.4290	63,653	
340	PHENIXINS	24.7	25	24.6	24.9	24.8	-0.1	14	0.4210	16,920	
341	GSPFINANCE	5.4	5.5	5.2	5.3	5.5	-0.1	80	0.4150	78,339	
342	ISLAMIINS	35.3	35.9	34.8	34.9	35.2	0.1	47	0.4070	11,661	
343	FAMILYTEX	2.4	2.5	2.4	2.4	2.4	0	47	0.3950	163,295	
344	FAREASTLIF	31.2	32.2	31.1	31.2	31.3	-0.1	84	0.3810	12,001	
345	SAMATALETH	44	44.8	44	44	44.1	-0.1	70	0.3700	8,382	
346	TUNGHAI	2.9	3	2.8	2.9	2.8	0.1	24	0.3660	126,187	
347	TAMIJTEX	104.7	109.2	102.4	104.7	103.4	1.3	70	0.3650	3,498	
348	TAKAFULINS	33	33.5	31.6	32.1	31.5	1.5	27	0.3610	11,329	
349	ICB3RDNRB	4.5	4.5	4.4	4.5	4.4	0.1	16	0.3560	79,200	
350	NCCBLMF1	5	5.2	5	5.1	5	0	30	0.3540	69,406	
351	TALLUSPIN	5.3	5.4	5.2	5.2	5.2	0.1	44	0.3520	67,337	
352	PHOENIXFIN	3.8	3.9	3.7	3.8	3.7	0.1	25	0.3420	90,147	
353	SAFKOSPINN	10.2	10.9	10	10.2	10.5	-0.3	44	0.3380	33,052	
354	USMANIAGL	34	35	34	34.6	35.2	-1.2	31	0.2890	8,330	
355	RELIANCINS	53.5	54	53.4	53.7	53.7	-0.2	26	0.2890	5,376	
356	ICBIBANK	2.9	3	2.8	2.9	2.9	0	37	0.2720	93,741	
357	BATASHOE	800	800	792.1	800	795.5	4.5	106	0.2650	332	
358	FASFIN	3.6	3.6	3.4	3.5	3.5	0.1	37	0.2590	74,100	
359	AFCAGRO	8.9	9.3	8.7	8.8	8.5	0.4	53	0.2390	27,083	
360	NTC	179.9	180	175	176.7	177.9	2	26	0.2250	1,277	
361	ACFL	16.4	16.9	16.3	16.3	16.4	0	51	0.2190	13,292	
362	JUTESPINN	206.2	213.4	206.2	208.8	215.2	-9	61	0.2180	1,045	
363	ARAMITCEM	12.9	13.4	12.9	12.9	13	-0.1	32	0.2050	15,867	
364	ATLASBANG	49.1	51.5	48.9	49.3	48.9	0.2	39	0.2040	4,137	
365	VAMLRBBF	5.9	5.9	5.8	5.9	5.9	0	27	0.1980	33,590	
366	ZEALBANGLA	89.2	90	88.5	89.2	89.3	-0.1	30	0.1890	2,118	
367	PRIMEFIN	4.5	4.5	4.4	4.4	4.4	0.1	29	0.1870	42,257	
368	ICBAMCL2ND	6.3	6.4	6.3	6.3	6.3	0	33	0.1830	29,028	
369	PLFSL	2.3	2.3	2.2	2.2	2.2	0.1	36	0.1570	70,362	
370	CAPMIBBLMF	8	8.2	8	8.1	8.1	-0.1	29	0.1530	18,903	
371	PRIMETEX	13.3	13.4	12.9	13.3	13.3	0	35	0.1510	11,527	
372	NORTHRNINS	27.7	28.5	27.7	28.3	28.6	-0.9	18	0.1300	4,590	
373	PREMIERLEA	3.2	3.4	3.2	3.3	3.3	-0.1	13	0.1260	38,067	
374	ILFSL	3.4	3.5	3.4	3.4	3.5	-0.1	17	0.1100	32,002	
375	MEGCONMILK	22.8	25	22.5	22.8	23.4	-0.6	30	0.1050	4,604	
376	BDWELDING	10.7	10.8	10.6	10.7	10.7	0	19	0.1030	9,620	
377	RENWICKJA	670	718	670	676.9	678.5	-8.5	13	0.1020	150	
378	SHURWID	7.5	7.6	7.1	7.5	7.6	-0.1	25	0.0990	13,260	
379	ZAHINTEX	4.5	4.6	4.5	4.5	4.5	0	27	0.0980	21,763	
380	STANCERAM	64.9	67	63.1	65	64.2	0.7	24	0.0900	1,391	
381	MEGHNAPET	24.7	24.9	24.5	24.7	24.5	0.2	16	0.0790	3,196	
382	NORTHERN	105.4	105.5	104.1	104.8	108.9	-3.5	12	0.0720	684	
383	UTTARAFIN	13.5	14	13.5	13.6	13.6	-0.1	28	0.0610	4,521	
384	REGENTTEX	3.7	3.9	3.6	3.7	3.7	0	15	0.0580	15,712	
385	FIRSTFIN	3.4	3.5	3.4	3.5	3.6	-0.2	13	0.0560	16,162	
386	DULAMIACOT	75	78	75	75	75.6	-0.6	5	0.0360	486	
387	UNILEVERCL	2	2,368.9	2,368	2,368.2	2	22	7	0.0310	13	
388	HWAWELLTEX	39.8	40	39.8	39.9	40.3	-0.5	9	0.0300	764	
389	ICBEPMF1S1	5.1	5.1	4.9	5	4.9	0.2	3	0.0300	6,000	
390	MEGHNACEM	42.7	44.1	42.6	42.9	42.9	-0.2	11	0.0260	603	
391	ICBAGRANI1	6.8	6.8	6.6	6.8	6.5	0.3	6	0.0060	870	
392	MERCINS	24.7	24.9	24.3	24.5	24.5	0.2	3	0.0010	42	
393	ATCSLGF	0	0	0	7.5	7.5	--	0	0.0000	0	
394	PARAMOUNT	0	0	0	38.1	38.1	--	0	0.0000	0	
395	BEXIMCO	0	0	0	110.1	110.1	--	0	0.0000	0	
396	SAVAREFR	0	0	0	215.5	215.5	--	0	0.0000	0	
397	BDSERVICE	0	0	0	5.2	5.2	--	0	0.0000	0	
